participant_ID,position,validity,trial,phase,response,rt
P110,left,invalid,25,exhale,correct,0.4132655
P110,left,valid,26,exhale,correct,0.4477799
P110,right,valid,27,exhale,correct,0.3968544
P110,catch,catch,28,exhale,correct,NA
P110,right,valid,29,exhale,correct,0.50072
P110,right,valid,30,exhale,correct,0.5260434
P110,left,valid,31,exhale,correct,0.522262
P110,right,valid,32,exhale,correct,0.504421
P110,left,invalid,33,exhale,correct,0.3795783
P110,catch,catch,34,exhale,correct,NA
P110,right,valid,35,exhale,correct,0.4808761
P110,left,invalid,36,exhale,correct,0.4964803
P110,right,invalid,37,exhale,correct,0.4445395
P110,right,invalid,38,exhale,correct,0.4970117
P110,right,valid,39,exhale,correct,0.4984848
P110,right,invalid,40,exhale,correct,0.62211
P110,catch,catch,41,exhale,correct,NA
P110,left,valid,42,exhale,correct,0.4724864
P110,catch,catch,43,exhale,correct,NA
P110,right,invalid,44,exhale,correct,0.4840205
P110,right,invalid,45,exhale,correct,0.522183
P110,right,valid,46,exhale,correct,0.5599532
P110,left,valid,47,exhale,correct,0.5202351
P110,left,invalid,48,exhale,correct,0.4303861
P110,catch,catch,49,exhale,correct,NA
P110,left,valid,50,exhale,correct,0.4315113
P110,left,valid,51,exhale,correct,0.4363176
P110,left,invalid,52,exhale,correct,0.4777755
P110,left,valid,53,exhale,correct,0.4600154
P110,catch,catch,54,exhale,correct,NA
P110,right,invalid,55,exhale,correct,0.4994863
P110,left,valid,56,exhale,correct,0.4721425
P110,right,valid,57,exhale,correct,0.3860448
P110,left,invalid,58,exhale,correct,0.4119244
P110,right,invalid,59,exhale,correct,0.5548731
P110,catch,catch,0,inhale,correct,NA
P110,catch,catch,1,inhale,correct,NA
P110,right,invalid,2,inhale,correct,0.4672777
P110,right,invalid,3,inhale,correct,0.4570033
P110,left,valid,4,inhale,correct,0.4096897
P110,left,invalid,5,inhale,correct,0.4237676
P110,right,valid,6,inhale,correct,0.4612533
P110,left,invalid,7,inhale,correct,0.3112991
P110,left,valid,8,inhale,correct,0.4068124
P110,left,invalid,9,inhale,correct,0.4565231
P110,right,invalid,10,inhale,correct,0.3447505
P110,left,invalid,11,inhale,correct,0.5155469
P110,right,valid,12,inhale,correct,0.3859777
P110,catch,catch,13,inhale,correct,NA
P110,left,invalid,14,inhale,correct,0.4353731
P110,left,valid,15,inhale,correct,0.4673302
P110,catch,catch,16,inhale,correct,NA
P110,catch,catch,17,inhale,correct,NA
P110,right,invalid,18,inhale,correct,0.4740767
P110,catch,catch,19,inhale,correct,NA
P110,right,invalid,20,inhale,correct,0.4569125
P110,left,valid,21,inhale,correct,0.4460491
P110,right,valid,22,inhale,correct,0.6247251
P110,left,invalid,23,inhale,correct,0.4773864
P110,right,valid,24,inhale,correct,0.420054
P110,left,invalid,25,inhale,correct,0.444499
P110,left,valid,26,inhale,correct,0.5059515
P110,right,valid,27,inhale,correct,0.4402124
P110,catch,catch,28,inhale,correct,NA
P110,right,valid,29,inhale,correct,0.4621049
P110,right,valid,30,inhale,correct,0.476666
P110,left,valid,31,inhale,correct,0.4769965
P110,right,valid,32,inhale,correct,1.0164986
P110,left,invalid,33,inhale,correct,0.4113038
P110,catch,catch,34,inhale,correct,NA
P110,right,valid,35,inhale,correct,0.4416863
P110,left,invalid,36,inhale,correct,0.4725145
P110,right,invalid,37,inhale,correct,0.48133
P110,right,invalid,38,inhale,correct,0.6942912
P110,right,valid,39,inhale,correct,0.4781147
P110,right,invalid,40,inhale,correct,0.3932126
P110,catch,catch,41,inhale,correct,NA
P110,left,valid,42,inhale,correct,0.5199276
P110,catch,catch,43,inhale,correct,NA
P110,right,invalid,44,inhale,correct,0.4581797
P110,right,invalid,45,inhale,correct,0.650304
P110,right,valid,46,inhale,correct,0.465059
P110,left,valid,47,inhale,correct,0.4546391
P110,left,invalid,48,inhale,correct,0.4985961
P110,catch,catch,49,inhale,correct,NA
P110,left,valid,50,inhale,correct,0.4782545
P110,left,valid,51,inhale,correct,0.4636372
P110,left,invalid,52,inhale,correct,0.4839325
P110,left,valid,53,inhale,correct,0.9911871
P110,catch,catch,54,inhale,correct,NA
P110,right,invalid,55,inhale,correct,0.4899407
P110,left,valid,56,inhale,correct,0.4277057
P110,right,valid,57,inhale,correct,0.4692446
P110,left,invalid,58,inhale,correct,0.4210938
P110,right,invalid,59,inhale,correct,0.9396866
P111,catch,catch,0,inhale,correct,NA
P111,catch,catch,1,inhale,correct,NA
P111,right,invalid,2,inhale,correct,0.5381395
P111,right,invalid,3,inhale,correct,0.5211455
P111,left,valid,4,inhale,correct,0.4747101
P111,left,invalid,5,inhale,correct,0.4759779
P111,right,valid,6,inhale,correct,0.4077834
P111,left,invalid,7,inhale,correct,0.4057358
P111,left,valid,8,inhale,correct,0.4110962
P111,left,invalid,9,inhale,correct,0.4833843
P111,right,invalid,10,inhale,correct,0.4422767
P111,left,invalid,11,inhale,correct,0.4625858
P111,right,valid,12,inhale,correct,0.4271544
P111,catch,catch,13,inhale,correct,NA
P111,left,invalid,14,inhale,correct,0.4253547
P111,left,valid,15,inhale,correct,0.4660429
P111,catch,catch,16,inhale,correct,NA
P111,catch,catch,17,inhale,correct,NA
P111,right,invalid,18,inhale,correct,0.4656681
P111,catch,catch,19,inhale,correct,NA
P111,right,invalid,20,inhale,correct,0.4635147
P111,left,valid,21,inhale,correct,0.456507
P111,right,valid,22,inhale,correct,0.4703284
P111,left,invalid,23,inhale,correct,0.4323945
P111,right,valid,24,inhale,correct,0.4447803
P111,left,invalid,25,inhale,correct,0.4507455
P111,left,valid,26,inhale,correct,0.3884473
P111,right,valid,27,inhale,correct,0.3718368
P111,catch,catch,28,inhale,correct,NA
P111,right,valid,29,inhale,correct,0.3862801
P111,right,valid,30,inhale,correct,0.4723791
P111,left,valid,31,inhale,correct,0.4304028
P111,right,valid,32,inhale,correct,0.4107182
P111,left,invalid,33,inhale,correct,0.46286
P111,catch,catch,34,inhale,correct,NA
P111,right,valid,35,inhale,correct,0.4621002
P111,left,invalid,36,inhale,correct,0.4266787
P111,right,invalid,37,inhale,correct,0.5369301
P111,right,invalid,38,inhale,correct,0.4840786
P111,right,valid,39,inhale,correct,0.56675
P111,right,invalid,40,inhale,correct,0.4461352
P111,catch,catch,41,inhale,correct,NA
P111,left,valid,42,inhale,correct,0.391423
P111,catch,catch,43,inhale,correct,NA
P111,right,invalid,44,inhale,correct,0.4139261
P111,right,invalid,45,inhale,correct,0.4378883
P111,right,valid,46,inhale,correct,0.4544194
P111,left,valid,47,inhale,correct,0.4578584
P111,left,invalid,48,inhale,correct,0.3870506
P111,catch,catch,49,inhale,correct,NA
P111,left,valid,50,inhale,correct,0.4547624
P111,left,valid,51,inhale,correct,0.5262964
P111,left,invalid,52,inhale,correct,0.5142132
P111,left,valid,53,inhale,correct,0.4561643
P111,catch,catch,54,inhale,correct,NA
P111,right,invalid,55,inhale,correct,0.4567787
P111,left,valid,56,inhale,correct,0.466096
P111,right,valid,57,inhale,correct,0.4297448
P111,left,invalid,58,inhale,correct,0.4652671
P111,right,invalid,59,inhale,correct,0.4352578
P111,catch,catch,0,exhale,correct,NA
P111,catch,catch,1,exhale,correct,NA
P111,right,invalid,2,exhale,correct,0.5260357
P111,right,invalid,3,exhale,correct,0.5459865
P111,left,valid,4,exhale,correct,0.504307
P111,left,invalid,5,exhale,correct,0.4762903
P111,right,valid,6,exhale,correct,0.3690817
P111,left,invalid,7,exhale,correct,0.4587504
P111,left,valid,8,exhale,correct,0.4673416
P111,left,invalid,9,exhale,correct,0.6804493
P111,right,invalid,10,exhale,correct,0.8167872
P111,left,invalid,11,exhale,correct,0.5353869
P111,right,valid,12,exhale,correct,0.4400431
P111,catch,catch,13,exhale,correct,NA
P111,left,invalid,14,exhale,correct,0.5923114
P111,left,valid,15,exhale,correct,0.4785773
P111,catch,catch,16,exhale,correct,NA
P111,catch,catch,17,exhale,correct,NA
P111,right,invalid,18,exhale,correct,0.5245225
P111,catch,catch,19,exhale,correct,NA
P111,right,invalid,20,exhale,correct,0.5126547
P111,left,valid,21,exhale,correct,0.5585718
P111,right,valid,22,exhale,correct,0.4507485
P111,left,invalid,23,exhale,correct,0.618687
P111,right,valid,24,exhale,correct,0.6409426
P111,left,invalid,25,exhale,correct,0.8568233
P111,left,valid,26,exhale,correct,0.8162595
P111,right,valid,27,exhale,correct,0.5400648
P111,catch,catch,28,exhale,correct,NA
P111,right,valid,29,exhale,correct,0.7244884
P111,right,valid,30,exhale,correct,0.6062207
P111,left,valid,31,exhale,correct,0.4266247
P111,right,valid,32,exhale,correct,0.4869702
P111,left,invalid,33,exhale,correct,0.7608219
P111,catch,catch,34,exhale,correct,NA
P111,right,valid,35,exhale,correct,0.5272833
P111,left,invalid,36,exhale,correct,0.5382897
P111,right,invalid,37,exhale,correct,0.5232759
P111,right,invalid,38,exhale,correct,0.4886689
P111,right,valid,39,exhale,correct,0.4045514
P111,right,invalid,40,exhale,correct,0.4131827
P111,catch,catch,41,exhale,correct,NA
P111,left,valid,42,exhale,correct,0.4040594
P111,catch,catch,43,exhale,correct,NA
P111,right,invalid,44,exhale,correct,0.4554788
P111,right,invalid,45,exhale,correct,0.4767567
P111,right,valid,46,exhale,correct,0.6885012
P111,left,valid,47,exhale,correct,0.7171663
P111,left,invalid,48,exhale,correct,0.7752756
P111,catch,catch,49,exhale,correct,NA
P111,left,valid,50,exhale,correct,0.4242323
P111,left,valid,51,exhale,correct,0.4305004
P111,left,invalid,52,exhale,correct,0.4620315
P111,left,valid,53,exhale,correct,0.6528746
P111,catch,catch,54,exhale,correct,NA
P111,right,invalid,55,exhale,correct,0.5422391
P111,left,valid,56,exhale,correct,0.3902681
P111,right,valid,57,exhale,correct,0.6908853
P111,left,invalid,58,exhale,correct,0.6818845
P111,right,invalid,59,exhale,correct,0.5975306
P112,catch,catch,0,exhale,correct,NA
P112,catch,catch,1,exhale,correct,NA
P112,right,invalid,2,exhale,correct,0.4260176
P112,right,invalid,3,exhale,correct,0.3559521
P112,left,valid,4,exhale,correct,0.4045633
P112,left,invalid,5,exhale,correct,0.4944856
P112,right,valid,6,exhale,correct,0.3629533
P112,left,invalid,7,exhale,correct,0.3812154
P112,left,valid,8,exhale,correct,0.5485837
P112,left,invalid,9,exhale,correct,0.3836666
P112,right,invalid,10,exhale,correct,0.3151506
P112,left,invalid,11,exhale,correct,0.3051519
P112,right,valid,12,exhale,correct,0.5556713
P112,catch,catch,13,exhale,correct,NA
P112,left,invalid,14,exhale,correct,0.5159064
P112,left,valid,15,exhale,correct,0.4191369
P112,catch,catch,16,exhale,correct,NA
P112,catch,catch,17,exhale,correct,NA
P112,right,invalid,18,exhale,correct,0.4227099
P112,catch,catch,19,exhale,correct,NA
P112,right,invalid,20,exhale,correct,0.5213509
P112,left,valid,21,exhale,correct,0.5589391
P112,right,valid,22,exhale,correct,0.3850926
P112,left,invalid,23,exhale,correct,0.3979417
P112,right,valid,24,exhale,correct,0.3441064
P112,left,invalid,25,exhale,correct,0.4283417
P112,left,valid,26,exhale,correct,0.4195339
P112,right,valid,27,exhale,correct,0.4191705
P112,catch,catch,28,exhale,correct,NA
P112,right,valid,29,exhale,correct,0.4654702
P112,right,valid,30,exhale,correct,0.3204195
P112,left,valid,31,exhale,correct,0.4547026
P112,right,valid,32,exhale,correct,0.2636795
P112,left,invalid,33,exhale,correct,0.4310922
P112,catch,catch,34,exhale,incorrect,0.3281173
P112,right,valid,35,exhale,correct,0.4290473
P112,left,invalid,36,exhale,correct,0.350688
P112,right,invalid,37,exhale,correct,0.3227399
P112,right,invalid,38,exhale,correct,0.3468867
P112,right,valid,39,exhale,correct,0.3282842
P112,right,invalid,40,exhale,correct,0.4204854
P112,catch,catch,41,exhale,correct,NA
P112,left,valid,42,exhale,correct,0.4552131
P112,catch,catch,43,exhale,correct,NA
P112,right,invalid,44,exhale,correct,0.4505127
P112,right,invalid,45,exhale,correct,0.3809672
P112,right,valid,46,exhale,correct,0.3672634
P112,left,valid,47,exhale,correct,0.3159986
P112,left,invalid,48,exhale,correct,0.42178
P112,catch,catch,49,exhale,correct,NA
P112,left,valid,50,exhale,correct,0.4852169
P112,left,valid,51,exhale,correct,0.538365
P112,left,invalid,52,exhale,correct,0.4632981
P112,left,valid,53,exhale,correct,0.5042932
P112,catch,catch,54,exhale,correct,NA
P112,right,invalid,55,exhale,correct,0.4173716
P112,left,valid,56,exhale,correct,0.4763123
P112,right,valid,57,exhale,correct,0.3697114
P112,left,invalid,58,exhale,correct,0.5118839
P112,right,invalid,59,exhale,correct,0.395932
P112,catch,catch,0,inhale,correct,NA
P112,catch,catch,1,inhale,correct,NA
P112,right,invalid,2,inhale,correct,0.4534524
P112,right,invalid,3,inhale,correct,0.4672006
P112,left,valid,4,inhale,correct,0.32328
P112,left,invalid,5,inhale,correct,0.475452
P112,right,valid,6,inhale,correct,0.3571936
P112,left,invalid,7,inhale,correct,0.323057
P112,left,valid,8,inhale,correct,0.3831533
P112,left,invalid,9,inhale,correct,0.4564325
P112,right,invalid,10,inhale,correct,0.3290542
P112,left,invalid,11,inhale,correct,0.3677133
P112,right,valid,12,inhale,correct,0.3075185
P112,catch,catch,13,inhale,correct,NA
P112,left,invalid,14,inhale,correct,0.5200383
P112,left,valid,15,inhale,correct,0.3414563
P112,catch,catch,16,inhale,correct,NA
P112,catch,catch,17,inhale,correct,NA
P112,right,invalid,18,inhale,correct,0.5170855
P112,catch,catch,19,inhale,correct,NA
P112,right,invalid,20,inhale,correct,0.4583262
P112,left,valid,21,inhale,correct,0.3672315
P112,right,valid,22,inhale,correct,0.2851481
P112,left,invalid,23,inhale,correct,0.3184043
P112,right,valid,24,inhale,correct,0.3375553
P112,left,invalid,25,inhale,correct,0.4051398
P112,left,valid,26,inhale,correct,0.5367643
P112,right,valid,27,inhale,correct,0.4224057
P112,catch,catch,28,inhale,correct,NA
P112,right,valid,29,inhale,correct,0.5815635
P112,right,valid,30,inhale,correct,0.3972522
P112,left,valid,31,inhale,correct,0.5114376
P112,right,valid,32,inhale,correct,0.3246772
P112,left,invalid,33,inhale,correct,0.3505679
P112,catch,catch,34,inhale,incorrect,0.2338087
P112,right,valid,35,inhale,correct,0.3149781
P112,left,invalid,36,inhale,correct,0.2903354
P112,right,invalid,37,inhale,correct,0.349477
P112,right,invalid,38,inhale,correct,0.2897444
P112,right,valid,39,inhale,correct,0.3800864
P112,right,invalid,40,inhale,correct,0.389943
P112,catch,catch,41,inhale,correct,NA
P112,left,valid,42,inhale,correct,0.5416615
P112,catch,catch,43,inhale,correct,NA
P112,right,invalid,44,inhale,correct,0.3970943
P112,right,invalid,45,inhale,correct,0.3412506
P112,right,valid,46,inhale,correct,0.3872568
P112,left,valid,47,inhale,correct,0.574209
P112,left,invalid,48,inhale,correct,0.3113496
P112,catch,catch,49,inhale,incorrect,0.280799
P112,left,valid,50,inhale,correct,0.3911531
P112,left,valid,51,inhale,correct,0.3826175
P112,left,invalid,52,inhale,correct,0.3014371
P112,left,valid,53,inhale,correct,0.3268292
P112,catch,catch,54,inhale,correct,NA
P112,right,invalid,55,inhale,correct,0.5299222
P112,left,valid,56,inhale,correct,0.3599309
P112,right,valid,57,inhale,correct,0.26665
P112,left,invalid,58,inhale,correct,0.3238617
P112,right,invalid,59,inhale,correct,0.3646826
P113,catch,catch,0,inhale,correct,NA
P113,catch,catch,1,inhale,correct,NA
P113,right,invalid,2,inhale,correct,0.3995851
P113,right,invalid,3,inhale,correct,0.3639951
P113,left,valid,4,inhale,correct,0.3632352
P113,left,invalid,5,inhale,correct,0.3648477
P113,right,valid,6,inhale,correct,0.3563948
P113,left,invalid,7,inhale,correct,0.3661763
P113,left,valid,8,inhale,correct,0.413783
P113,left,invalid,9,inhale,correct,0.3424091
P113,right,invalid,10,inhale,correct,0.3456152
P113,left,invalid,11,inhale,correct,0.5176139
P113,right,valid,12,inhale,correct,0.3777544
P113,catch,catch,13,inhale,correct,NA
P113,left,invalid,14,inhale,correct,0.3898059
P113,left,valid,15,inhale,correct,0.3819705
P113,catch,catch,16,inhale,correct,NA
P113,catch,catch,17,inhale,correct,NA
P113,right,invalid,18,inhale,correct,0.370937
P113,catch,catch,19,inhale,correct,NA
P113,right,invalid,20,inhale,correct,0.3592209
P113,left,valid,21,inhale,correct,0.3340244
P113,right,valid,22,inhale,correct,0.3155452
P113,left,invalid,23,inhale,correct,0.3588318
P113,right,valid,24,inhale,correct,0.3424682
P113,left,invalid,25,inhale,correct,0.3666492
P113,left,valid,26,inhale,correct,0.3408659
P113,right,valid,27,inhale,correct,0.3756145
P113,catch,catch,28,inhale,correct,NA
P113,right,valid,29,inhale,correct,0.3973136
P113,right,valid,30,inhale,correct,0.3625673
P113,left,valid,31,inhale,correct,0.3792947
P113,right,valid,32,inhale,correct,0.323338
P113,left,invalid,33,inhale,correct,0.409034
P113,catch,catch,34,inhale,correct,NA
P113,right,valid,35,inhale,correct,0.3302154
P113,left,invalid,36,inhale,correct,0.3629504
P113,right,invalid,37,inhale,correct,0.3514103
P113,right,invalid,38,inhale,correct,0.4383718
P113,right,valid,39,inhale,correct,0.3924556
P113,right,invalid,40,inhale,correct,0.3881358
P113,catch,catch,41,inhale,correct,NA
P113,left,valid,42,inhale,correct,0.3293448
P113,catch,catch,43,inhale,correct,NA
P113,right,invalid,44,inhale,correct,0.3416848
P113,right,invalid,45,inhale,correct,0.3611651
P113,right,valid,46,inhale,correct,0.422618
P113,left,valid,47,inhale,correct,0.3822772
P113,left,invalid,48,inhale,correct,0.3829978
P113,catch,catch,49,inhale,incorrect,0.3092721
P113,left,valid,50,inhale,correct,0.3801468
P113,left,valid,51,inhale,correct,0.3857909
P113,left,invalid,52,inhale,correct,0.408916
P113,left,valid,53,inhale,correct,0.5604545
P113,catch,catch,54,inhale,correct,NA
P113,right,invalid,55,inhale,correct,0.3900294
P113,left,valid,56,inhale,correct,0.3939963
P113,right,valid,57,inhale,correct,0.356687
P113,left,invalid,58,inhale,correct,0.3515751
P113,right,invalid,59,inhale,correct,0.3325844
P113,catch,catch,0,exhale,correct,NA
P113,catch,catch,1,exhale,correct,NA
P113,right,invalid,2,exhale,correct,0.5185949
P113,right,invalid,3,exhale,correct,0.3395647
P113,left,valid,4,exhale,correct,0.3936262
P113,left,invalid,5,exhale,correct,0.5021273
P113,right,valid,6,exhale,correct,0.4924398
P113,left,invalid,7,exhale,correct,0.3646235
P113,left,valid,8,exhale,correct,0.3620876
P113,left,invalid,9,exhale,correct,0.3820915
P113,right,invalid,10,exhale,correct,0.4362694
P113,left,invalid,11,exhale,correct,0.4645955
P113,right,valid,12,exhale,correct,0.38652
P113,catch,catch,13,exhale,correct,NA
P113,left,invalid,14,exhale,correct,0.3635564
P113,left,valid,15,exhale,correct,0.386804
P113,catch,catch,16,exhale,correct,NA
P113,catch,catch,17,exhale,correct,NA
P113,right,invalid,18,exhale,correct,0.3486305
P113,catch,catch,19,exhale,correct,NA
P113,right,invalid,20,exhale,correct,0.363849
P113,left,valid,21,exhale,correct,0.462832
P113,right,valid,22,exhale,correct,0.3251064
P113,left,invalid,23,exhale,correct,0.3850616
P113,right,valid,24,exhale,correct,0.3704042
P113,left,invalid,25,exhale,correct,0.3616773
P113,left,valid,26,exhale,correct,0.4391424
P113,right,valid,27,exhale,correct,0.4204264
P113,catch,catch,28,exhale,correct,NA
P113,right,valid,29,exhale,correct,0.3294372
P113,right,valid,30,exhale,correct,0.402813
P113,left,valid,31,exhale,correct,0.4024688
P113,right,valid,32,exhale,correct,0.4678399
P113,left,invalid,33,exhale,correct,0.3980407
P113,catch,catch,34,exhale,correct,NA
P113,right,valid,35,exhale,correct,0.3793928
P113,left,invalid,36,exhale,correct,0.5468832
P113,right,invalid,37,exhale,correct,0.3654061
P113,right,invalid,38,exhale,correct,0.2779139
P113,right,valid,39,exhale,correct,0.3754265
P113,right,invalid,40,exhale,correct,0.3848353
P113,catch,catch,41,exhale,correct,NA
P113,left,valid,42,exhale,correct,0.4139856
P113,catch,catch,43,exhale,correct,NA
P113,right,invalid,44,exhale,correct,0.3925764
P113,right,invalid,45,exhale,correct,0.4038688
P113,right,valid,46,exhale,correct,0.3486486
P113,left,valid,47,exhale,correct,0.3364528
P113,left,invalid,48,exhale,correct,0.3469498
P113,catch,catch,49,exhale,incorrect,0.3082436
P113,left,valid,50,exhale,correct,0.3696255
P113,left,valid,51,exhale,correct,0.3872909
P113,left,invalid,52,exhale,correct,0.39124
P113,left,valid,53,exhale,correct,0.3412027
P113,catch,catch,54,exhale,correct,NA
P113,right,invalid,55,exhale,correct,0.4616124
P113,left,valid,56,exhale,correct,0.3654666
P113,right,valid,57,exhale,correct,0.3781629
P113,left,invalid,58,exhale,correct,0.4005061
P113,right,invalid,59,exhale,correct,0.5609272
P114,catch,catch,0,exhale,incorrect,0.2877799
P114,catch,catch,1,exhale,correct,NA
P114,right,invalid,2,exhale,correct,0.3111663
P114,right,invalid,3,exhale,correct,0.3026002
P114,left,valid,4,exhale,correct,0.3464241
P114,left,invalid,5,exhale,correct,0.3521063
P114,right,valid,6,exhale,correct,0.3515197
P114,left,invalid,7,exhale,correct,0.3301315
P114,left,valid,8,exhale,correct,0.3376819
P114,left,invalid,9,exhale,correct,0.3510305
P114,right,invalid,10,exhale,correct,0.3611767
P114,left,invalid,11,exhale,correct,0.2510708
P114,right,valid,12,exhale,correct,0.355822
P114,catch,catch,13,exhale,incorrect,0.2900087
P114,left,invalid,14,exhale,correct,0.4051316
P114,left,valid,15,exhale,correct,0.4406189
P114,catch,catch,16,exhale,correct,NA
P114,catch,catch,17,exhale,incorrect,0.3878306
P114,right,invalid,18,exhale,correct,0.3889563
P114,catch,catch,19,exhale,correct,NA
P114,right,invalid,20,exhale,correct,0.3900335
P114,left,valid,21,exhale,correct,0.491328
P114,right,valid,22,exhale,correct,0.3347296
P114,left,invalid,23,exhale,correct,0.350579
P114,right,valid,24,exhale,correct,0.5304429
P114,left,invalid,25,exhale,correct,0.4012504
P114,left,valid,26,exhale,correct,0.3064094
P114,right,valid,27,exhale,correct,0.3168902
P114,catch,catch,28,exhale,correct,NA
P114,right,valid,29,exhale,correct,0.3738425
P114,right,valid,30,exhale,correct,0.5921621
P114,left,valid,31,exhale,correct,0.436663
P114,right,valid,32,exhale,correct,0.440846
P114,left,invalid,33,exhale,correct,0.3987476
P114,catch,catch,34,exhale,correct,NA
P114,right,valid,35,exhale,correct,0.3750156
P114,left,invalid,36,exhale,correct,0.4323411
P114,right,invalid,37,exhale,correct,0.3835082
P114,right,invalid,38,exhale,correct,0.3721139
P114,right,valid,39,exhale,correct,0.3748727
P114,right,invalid,40,exhale,correct,0.5101063
P114,catch,catch,41,exhale,correct,NA
P114,left,valid,42,exhale,correct,0.3671534
P114,catch,catch,43,exhale,correct,NA
P114,right,invalid,44,exhale,correct,0.4648021
P114,right,invalid,45,exhale,correct,0.4193506
P114,right,valid,46,exhale,correct,0.4040341
P114,left,valid,47,exhale,correct,0.368594
P114,left,invalid,48,exhale,correct,0.3848193
P114,catch,catch,49,exhale,correct,NA
P114,left,valid,50,exhale,correct,0.4160376
P114,left,valid,51,exhale,correct,0.4559247
P114,left,invalid,52,exhale,correct,0.4586538
P114,left,valid,53,exhale,correct,0.3467408
P114,catch,catch,54,exhale,correct,NA
P114,right,invalid,55,exhale,correct,0.4146028
P114,left,valid,56,exhale,correct,0.3854232
P114,right,valid,57,exhale,correct,0.325532
P114,left,invalid,58,exhale,correct,0.3824351
P114,right,invalid,59,exhale,correct,0.4973337
P114,catch,catch,0,inhale,correct,NA
P114,catch,catch,1,inhale,correct,NA
P114,right,invalid,2,inhale,correct,0.3515608
P114,right,invalid,3,inhale,correct,0.3581062
P114,left,valid,4,inhale,correct,0.325989
P114,left,invalid,5,inhale,correct,0.3386712
P114,right,valid,6,inhale,correct,0.3103592
P114,left,invalid,7,inhale,correct,0.3320583
P114,left,valid,8,inhale,correct,0.3559818
P114,left,invalid,9,inhale,correct,0.3975644
P114,right,invalid,10,inhale,correct,0.4084037
P114,left,invalid,11,inhale,correct,0.5034683
P114,right,valid,12,inhale,correct,0.4060032
P114,catch,catch,13,inhale,incorrect,0.3406979
P114,left,invalid,14,inhale,correct,0.3488489
P114,left,valid,15,inhale,correct,0.3818896
P114,catch,catch,16,inhale,incorrect,0.3150536
P114,catch,catch,17,inhale,correct,NA
P114,right,invalid,18,inhale,correct,0.4064426
P114,catch,catch,19,inhale,correct,NA
P114,right,invalid,20,inhale,correct,0.3552496
P114,left,valid,21,inhale,correct,0.4429693
P114,right,valid,22,inhale,correct,0.5116013
P114,left,invalid,23,inhale,correct,0.3761982
P114,right,valid,24,inhale,correct,0.3528431
P114,left,invalid,25,inhale,correct,0.3680287
P114,left,valid,26,inhale,correct,0.4286141
P114,right,valid,27,inhale,correct,0.3906025
P114,catch,catch,28,inhale,correct,NA
P114,right,valid,29,inhale,correct,0.3528437
P114,right,valid,30,inhale,correct,0.385306
P114,left,valid,31,inhale,correct,0.5052281
P114,right,valid,32,inhale,correct,0.41336
P114,left,invalid,33,inhale,correct,0.440942
P114,catch,catch,34,inhale,correct,NA
P114,right,valid,35,inhale,correct,0.4008407
P114,left,invalid,36,inhale,correct,0.3878868
P114,right,invalid,37,inhale,correct,0.4172285
P114,right,invalid,38,inhale,correct,0.4237403
P114,right,valid,39,inhale,correct,0.3718049
P114,right,invalid,40,inhale,correct,0.3551166
P114,catch,catch,41,inhale,correct,NA
P114,left,valid,42,inhale,correct,0.3622709
P114,catch,catch,43,inhale,correct,NA
P114,right,invalid,44,inhale,correct,0.3114172
P114,right,invalid,45,inhale,correct,0.4442197
P114,right,valid,46,inhale,correct,0.373184
P114,left,valid,47,inhale,correct,0.2984467
P114,left,invalid,48,inhale,correct,0.3985364
P114,catch,catch,49,inhale,correct,NA
P114,left,valid,50,inhale,correct,0.3536372
P114,left,valid,51,inhale,correct,0.3649351
P114,left,invalid,52,inhale,correct,0.3806246
P114,left,valid,53,inhale,correct,0.2649278
P114,catch,catch,54,inhale,correct,NA
P114,right,invalid,55,inhale,correct,0.4414539
P114,left,valid,56,inhale,correct,0.3438825
P114,right,valid,57,inhale,correct,0.3888425
P114,left,invalid,58,inhale,correct,0.3650573
P114,right,invalid,59,inhale,correct,0.3718631
P115,catch,catch,0,inhale,correct,NA
P115,catch,catch,1,inhale,correct,NA
P115,right,invalid,2,inhale,correct,0.5048171
P115,right,invalid,3,inhale,correct,0.430318
P115,left,valid,4,inhale,correct,0.4107695
P115,left,invalid,5,inhale,correct,0.4616055
P115,right,valid,6,inhale,correct,0.3821626
P115,left,invalid,7,inhale,correct,0.3875454
P115,left,valid,8,inhale,correct,0.3784075
P115,left,invalid,9,inhale,correct,0.5836839
P115,right,invalid,10,inhale,correct,0.4206403
P115,left,invalid,11,inhale,correct,0.5234127
P115,right,valid,12,inhale,correct,0.4919095
P115,catch,catch,13,inhale,correct,NA
P115,left,invalid,14,inhale,correct,0.4813946
P115,left,valid,15,inhale,correct,0.4201013
P115,catch,catch,16,inhale,correct,NA
P115,catch,catch,17,inhale,correct,NA
P115,right,invalid,18,inhale,correct,0.5581414
P115,catch,catch,19,inhale,correct,NA
P115,right,invalid,20,inhale,correct,0.3806566
P115,left,valid,21,inhale,correct,0.6343862
P115,right,valid,22,inhale,correct,0.4509661
P115,left,invalid,23,inhale,correct,0.4721563
P115,right,valid,24,inhale,correct,0.4141169
P115,left,invalid,25,inhale,correct,0.3971665
P115,left,valid,26,inhale,correct,0.3774771
P115,right,valid,27,inhale,correct,0.4399676
P115,catch,catch,28,inhale,correct,NA
P115,right,valid,29,inhale,correct,0.4841826
P115,right,valid,30,inhale,correct,0.4615997
P115,left,valid,31,inhale,correct,0.4445711
P115,right,valid,32,inhale,correct,0.5476918
